symbol	signal
LOC105245869	1.15697674418605
Gm13133	1.11918604651163
Gcnt4	0.877906976744186
Ephb4	0.822674418604651
Oaf	0.802325581395349
Garem2	0.787790697674419
Fabp7	0.773255813953488
Gm11627	0.773255813953488
Olig2	0.744186046511628
Gask1a	0.73546511627907
Hs3st3a1	0.691860465116279
2900052N01Rik	0.686046511627907
Ephx2	0.674418604651163
Prr5	0.662790697674419
Tmie	0.648255813953488
Itih3	0.636627906976744
Axl	0.627906976744186
Gldc	0.619186046511628
Aox1	0.616279069767442
Ppara	0.607558139534884
C030005K06Rik	0.604651162790698
Tmem89	0.598837209302326
3110082J24Rik	0.563953488372093
Klhdc7a	0.558139534883721
Tmem82	0.555232558139535
Aifm3	0.549418604651163
Dio2	0.543604651162791
G630093K05Rik	0.543604651162791
Slc7a10	0.540697674418605
Folh1	0.540697674418605
Glis3	0.534883720930233
Ccdc190	0.531976744186046
Rnase13	0.526162790697674
Sall2	0.520348837209302
Eva1a	0.520348837209302
Acsbg1	0.520348837209302
Bend5	0.517441860465116
Hectd2os	0.511627906976744
Kank1	0.5
Slc38a3	0.5
Aspg	0.497093023255814
Gm12532	0.494186046511628
Mir2139	0.494186046511628
Gpr37l1	0.491279069767442
Plce1	0.488372093023256
Ddo	0.479651162790698
Gm5089	0.479651162790698
Slc25a18	0.473837209302326
Psmb10	0.462209302325581
Lcat	0.462209302325581
Lmo1	0.456395348837209
Dmrta2	0.453488372093023
Dtna	0.450581395348837
Gm3219	0.447674418604651
Gjb6	0.447674418604651
Slc15a2	0.447674418604651
Loxl1	0.444767441860465
Gja1	0.441860465116279
Ecrg4	0.438953488372093
Plcd4	0.436046511627907
Pdpn	0.436046511627907
Rftn2	0.430232558139535
Sox21	0.430232558139535
Acot11	0.430232558139535
Celrr	0.427325581395349
Mir7029	0.424418604651163
Cyp4f15	0.421511627906977
Fezf2	0.418604651162791
6430503K07Rik	0.418604651162791
S1pr1	0.418604651162791
Fam20a	0.412790697674419
Tril	0.412790697674419
Msx1	0.409883720930233
Ppfibp2	0.409883720930233
Slc30a10	0.406976744186047
Gstt1	0.406976744186047
Slc25a34	0.406976744186047
Rbpms2	0.406976744186047
Sema4a	0.40406976744186
Ednrb	0.401162790697674
Nrarp	0.392441860465116
Chil1	0.38953488372093
Npepl1	0.386627906976744
Dthd1	0.386627906976744
Sardh	0.383720930232558
Nrros	0.377906976744186
Slc2a12	0.375
Fam181a	0.375
C030018K13Rik	0.372093023255814
Gli3	0.369186046511628
Cd9	0.369186046511628
Wfdc1	0.369186046511628
Ddit4l	0.366279069767442
Nfib	0.366279069767442
Gpam	0.363372093023256
Aqp9	0.363372093023256
Stat5a	0.357558139534884
Tnk2os	0.357558139534884
Mfge8	0.357558139534884
Olig1	0.354651162790698
Rtp4	0.351744186046512
Spata3	0.348837209302326
Thrsp	0.348837209302326
D630033O11Rik	0.348837209302326
Myl9	0.34593023255814
Etnppl	0.343023255813953
Micall2	0.343023255813953
Map3k19	0.340116279069767
Ttll3	0.337209302325581
Aif1l	0.334302325581395
Cpsf4l	0.331395348837209
Gm15471	0.331395348837209
Ppargc1a	0.331395348837209
Plekhd1	0.328488372093023
Tagln3	0.328488372093023
Lpin3	0.328488372093023
Agt	0.325581395348837
Pstpip1	0.325581395348837
Apobec3	0.322674418604651
Fzd6	0.319767441860465
S100a16	0.316860465116279
Eps8l2	0.316860465116279
Prss45	0.316860465116279
Acadl	0.313953488372093
Rassf10	0.313953488372093
Gjb2	0.311046511627907
A730020M07Rik	0.308139534883721
Kcng4	0.305232558139535
Tmem81	0.299418604651163
Acsf2	0.299418604651163
Clec3b	0.299418604651163
Mir6943	0.296511627906977
Ggta1	0.296511627906977
Egfr	0.293604651162791
Rimklb	0.293604651162791
Rlbp1	0.293604651162791
Arhgef26	0.290697674418605
Tprkb	0.290697674418605
Tjp2	0.287790697674419
Mir6403	0.287790697674419
Tifa	0.284883720930233
A330048O09Rik	0.281976744186047
Pnp2	0.281976744186047
Mir7117	0.281976744186047
Glipr2	0.281976744186047
Aifm2	0.27906976744186
Lamb2	0.27906976744186
Dnajb13	0.276162790697674
Olfml1	0.276162790697674
Prob1	0.273255813953488
Tlr3	0.273255813953488
Rgl3	0.273255813953488
Adora2b	0.270348837209302
Itgae	0.270348837209302
Tmem100	0.270348837209302
Sparc	0.267441860465116
Lrmda	0.267441860465116
C4b	0.267441860465116
Bmp7	0.267441860465116
Crybb1	0.267441860465116
Uaca	0.267441860465116
Grin3b	0.26453488372093
Shroom2	0.26453488372093
Ncf2	0.261627906976744
4933433G08Rik	0.261627906976744
Kcne1l	0.261627906976744
Vstm4	0.258720930232558
Itga6	0.258720930232558
Mir6934	0.255813953488372
Clmn	0.252906976744186
Masp1	0.252906976744186
H2-Q4	0.252906976744186
Ccn1	0.252906976744186
Acads	0.252906976744186
Disc1	0.25
Mir6390	0.247093023255814
Gpr156	0.247093023255814
Frem2	0.247093023255814
Ptx3	0.247093023255814
Smpdl3a	0.244186046511628
Prkcd	0.244186046511628
Slc2a10	0.244186046511628
Gbp3	0.244186046511628
Il18bp	0.244186046511628
Brsk2	0.244186046511628
Ppp1r3b	0.244186046511628
Colca2	0.244186046511628
Zic5	0.241279069767442
Olfr288	0.241279069767442
P2ry1	0.241279069767442
Plin2	0.241279069767442
Alpk3	0.241279069767442
Adamtsl3	0.241279069767442
Arhgef4	0.238372093023256
Gm31592	0.238372093023256
Cyp4f17	0.238372093023256
Il33	0.238372093023256
Gm13293	0.238372093023256
Slc13a3	0.238372093023256
Cadps2	0.238372093023256
Nat8f4	0.238372093023256
Dkk3	0.238372093023256
Csrp1	0.23546511627907
Prune2	0.23546511627907
Intu	0.23546511627907
Mfsd2a	0.23546511627907
Mid1ip1	0.23546511627907
Alpl	0.232558139534884
1700054K19Rik	0.232558139534884
Il18	0.232558139534884
Ctnna1	0.229651162790698
Cpt2	0.229651162790698
Slc7a2	0.229651162790698
Bfsp2	0.229651162790698
Amt	0.229651162790698
Aldh3b1	0.226744186046512
Plaat3	0.226744186046512
Hoga1	0.226744186046512
Dab2ip	0.223837209302326
Fam47e	0.223837209302326
Mir100hg	0.223837209302326
Ggt6	0.22093023255814
Fndc11	0.22093023255814
Lyn	0.22093023255814
Cand2	0.22093023255814
B930092H01Rik	0.22093023255814
Scara3	0.218023255813953
Cyp7b1	0.218023255813953
Arhgef19	0.218023255813953
Tmem219	0.218023255813953
Agmo	0.215116279069767
Naprt	0.215116279069767
Frmpd1	0.215116279069767
Aass	0.215116279069767
Gng12	0.215116279069767
Elmod3	0.215116279069767
Ccdc83	0.215116279069767
Atp13a4	0.212209302325581
Pyroxd2	0.212209302325581
Sult1a1	0.212209302325581
Ky	0.212209302325581
Tcn2	0.209302325581395
Pctp	0.209302325581395
Rax	0.209302325581395
Slc39a12	0.209302325581395
4930402F06Rik	0.209302325581395
Platr26	0.209302325581395
Bdh2	0.209302325581395
Slc6a9	0.209302325581395
Bhlha15	0.209302325581395
Cped1	0.209302325581395
Nckap5	0.206395348837209
Sqor	0.206395348837209
Sod3	0.206395348837209
Kif19a	0.203488372093023
Ranbp3l	0.203488372093023
Atp6v1e2	0.203488372093023
Plekhg5	0.203488372093023
Ucp3	0.203488372093023
Gm20743	0.200581395348837
Fkbp10	0.200581395348837
Syngr2	0.200581395348837
Gm26684	0.200581395348837
Dipk1c	0.200581395348837
Gfra1	0.200581395348837
Hopx	0.200581395348837
Gm36908	0.197674418604651
S100b	0.197674418604651
Fgf1	0.197674418604651
