symbol	signal
Bcat1	0.1775
Psg16	0.1775
Cfap161	0.1775
Ppp1r3b	0.1775
Vwc2l	0.175
4933439K11Rik	0.175
Fndc9	0.175
Fmnl1	0.175
Rd3l	0.175
A630019I02Rik	0.175
Cntn6	0.175
Nnmt	0.175
Col9a1	0.1725
Gm28178	0.1725
Gpr35	0.1725
Scel	0.1725
Cdkl4	0.1725
1700125G02Rik	0.1725
1700016H13Rik	0.1725
Casp1	0.1725
Rab27a	0.1725
Gnb5	0.1725
Slc25a20	0.1725
4930567K20Rik	0.17
Cyb561	0.17
Hfe	0.17
Phactr1	0.17
Lhx2	0.17
Htr6	0.17
Mir429	0.17
Ndp	0.17
9230105E05Rik	0.1675
Plaat1	0.1675
Synpo2	0.1675
Gm38413	0.1675
Gm7457	0.1675
Kmo	0.165
Lratd2	0.165
Masp1	0.165
Snhg11	0.165
Trmt10b	0.165
Lama2	0.1625
Col13a1	0.1625
Hapln1	0.1625
Gzmg	0.1625
Clcf1	0.1625
Scn9a	0.1625
Calcrl	0.1625
N4bp3	0.16
Hif1a	0.16
1810034E14Rik	0.16
Cd274	0.16
Csmd2os	0.16
Smim1	0.16
Arhgap25	0.16
Efhc2	0.16
Samd5	0.1575
Acaca	0.1575
Vrtn	0.1575
Serhl	0.1575
Amhr2	0.1575
Mybpc3	0.1575
Myh7b	0.1575
Ecm1	0.1575
Nexn	0.1575
Arhgap24	0.1575
Cit	0.1575
Trpc6	0.1575
Lsmem2	0.1575
Traf1	0.155
Pamr1	0.155
Gm128	0.155
Frmpd1	0.155
Gm17634	0.1525
Dhrs9	0.1525
Tlr2	0.1525
Ffar1	0.1525
Lpcat2	0.1525
4930520O04Rik	0.1525
2610307P16Rik	0.15
Lrmda	0.15
Slc6a7	0.15
Cidea	0.15
Zfp217	0.15
4930417O13Rik	0.15
Scn4b	0.15
Mei4	0.15
Specc1	0.1475
Cast	0.1475
Dpm3	0.1475
Tnfrsf23	0.1475
Gm12295	0.145
Afmid	0.145
Cdh12	0.145
Tnfrsf17	0.145
H2-Bl	0.145
Nudt12	0.145
E030013I19Rik	0.145
Ass1	0.145
Kynu	0.145
Alpk3	0.145
Nuak2	0.1425
Trpm2	0.1425
Gm18409	0.1425
Mir7116	0.1425
BB031773	0.1425
Gpr139	0.1425
Ifitm10	0.1425
Acad8	0.1425
Mir6914	0.14
Fam114a2	0.14
Nxpe3	0.14
Sult6b2	0.14
Cmtm6	0.14
Gpr165	0.14
Mast4	0.1375
Abra	0.1375
Ccdc113	0.1375
Slc35f3	0.1375
Arhgef28	0.135
Cd59b	0.135
Alpk1	0.135
Pnrc1	0.135
Tnfrsf4	0.135
Tbc1d14	0.135
Oasl2	0.135
Fxyd4	0.135
Tmem266	0.135
Ddx43	0.135
Vmn1r209	0.1325
Mir7118	0.1325
Aass	0.1325
Svs1	0.1325
Tgfa	0.1325
Tph1	0.1325
Fxyd2	0.1325
Nxpe4	0.1325
Ect2l	0.13
Arg1	0.13
Gjc1	0.13
Mboat1	0.13
Mroh6	0.13
1700057H15Rik	0.13
Vps35l	0.13
Sbk1	0.13
Dynlrb2	0.13
2310030G06Rik	0.13
Lancl3	0.13
Slc18b1	0.1275
Gm815	0.1275
Mmp24	0.1275
Elavl2	0.1275
Rasl2-9	0.1275
Gm19345	0.1275
Tmem159	0.1275
Krtap10-10	0.125
Nrl	0.125
Doc2g	0.125
Dmrt1i	0.125
2810442N19Rik	0.1225
Vmp1	0.1225
Gbp3	0.1225
C130026L21Rik	0.1225
Sntb2	0.1225
Bcar1	0.1225
Slc5a10	0.12
Krtap16-1	0.12
Rnf144b	0.12
Parp4	0.12
Gpihbp1	0.12
Fgd4	0.12
Efhb	0.12
Smim3	0.12
Madd	0.12
6330415B21Rik	0.12
Dlc1	0.12
Pth2r	0.1175
Ddx59	0.1175
Ephx1	0.1175
Pnma2	0.1175
Eps8l3	0.1175
Gbp5	0.1175
Slc10a4	0.1175
Thsd7a	0.1175
Atp6v0a4	0.1175
Serpina9	0.115
Hunk	0.115
Pgr	0.115
Gldn	0.115
Smpdl3a	0.1125
Wscd1	0.1125
Lmo7	0.1125
Krtap26-1	0.1125
4930447N08Rik	0.1125
Nell1	0.1125
Snord71	0.1125
Ppil3	0.11
Ankrd36	0.11
Osbpl7	0.11
Ikzf3	0.11
Nin	0.11
Rdh12	0.11
Serpina11	0.11
Cd86	0.11
Kcng1	0.11
B230312C02Rik	0.11
Mir32	0.11
Grhl3	0.11
Cln3	0.11
Gm10584	0.11
Trmt1	0.11
3632454L22Rik	0.11
Ank3	0.1075
Fkbp10	0.1075
Adam11	0.1075
Cd79b	0.1075
Gm9866	0.1075
Arhgef2	0.1075
Wasf2	0.1075
Cdkl2	0.1075
Oas2	0.1075
Chrna3	0.1075
Ecel1	0.105
Pik3cg	0.105
Ednrb	0.105
AU022793	0.105
Osbpl6	0.105
Qrfpr	0.105
Gm20750	0.105
Frem2	0.105
Slc6a21	0.105
Mir100hg	0.105
Sorl1	0.105
Mapkapk3	0.105
Olfr225	0.1025
D230030E09Rik	0.1025
Rmdn2	0.1025
Mcc	0.1025
Lhfp	0.1025
Prkcz	0.1025
Cfap100	0.1025
Rerg	0.1025
Exoc3l2	0.1025
Myo1b	0.1
Gm10767	0.1
Gtpbp2	0.1
Arhgef33	0.1
Glis3	0.1
Ehmt1	0.1
Lrrc47	0.1
Dpy19l2	0.1
Atxn7	0.0975
Slitrk6	0.0975
Scn8a	0.0975
Mir3081	0.0975
Xylt1	0.0975
Inpp5d	0.095
F11r	0.095
Slc25a48	0.095
Lhfpl5	0.095
Klc2	0.095
Csf2ra	0.095
Ube2u	0.095
Olfr452	0.095
Uri1	0.095
Adam12	0.095
Insr	0.095
Ipo9	0.0925
4930562F07Rik	0.0925
Mir215	0.0925
Zfp503	0.0925
Lrrc18	0.0925
Mafa	0.0925
Mir7216	0.0925
Foxp4	0.0925
Tmem132a	0.0925
Plch1	0.0925
Ucp1	0.0925
Cacna2d2	0.0925
Golga4	0.0925
Arhgef4	0.09
Rac3	0.09
Tmem63c	0.09
1700071M16Rik	0.09
Tspyl3	0.09
Lce1i	0.09
Sv2a	0.09
Arhgef10l	0.09
Il17rc	0.09
Tmem25	0.09
Dnmt3a	0.0875
Dab2	0.0875
Acsbg3	0.0875
Jazf1	0.0875
Rassf4	0.0875
Inafm1	0.0875
Sytl2	0.0875
Dpysl4	0.0875
Col6a4	0.0875
Fam13c	0.085
Ccdc157	0.085
Pgap3	0.085
Atp8a2	0.085
Mroh1	0.085
Sfrp5	0.085
Naaa	0.085
BC017158	0.085
Ccdc110	0.085
Nup93	0.085
Prmt7	0.085
Olfm2	0.085
Platr21	0.085
Ugt1a7c	0.0825
Adam19	0.0825
Mrm1	0.0825
Trappc12	0.0825
Pigh	0.0825
Pop1	0.0825
Slc16a8	0.0825
Pde9a	0.0825
Ptpn22	0.0825
Pde4b	0.0825
Sema3a	0.0825
Medag	0.0825
Tspan9	0.0825
Ucp2	0.0825
L1cam	0.0825
Twist2	0.08
Klhdc1	0.08
Rpgrip1	0.08
Gp5	0.08
Gabbr1	0.08
Fap	0.08
Chac1	0.08
Snx21	0.08
Gm14322	0.08
Atp8b2	0.08
Rell1	0.08
Spib	0.08
Cmtm8	0.08
Fam57a	0.0775
Krt26	0.0775
Arhgef3	0.0775
Tbc1d4	0.0775
Nipal2	0.0775
Tekt5	0.0775
Sorbs1	0.0775
Gm5148	0.0775
Tmem150c	0.0775
Cd209a	0.0775
Cdh23	0.075
Usp34	0.075
Tmem174	0.075
Gm20740	0.075
Pcdhb4	0.075
P2ry13	0.075
A230001M10Rik	0.075
Cited4	0.075
Drc1	0.075
Coro1c	0.075
Opn1sw	0.075
Katnb1	0.075
Pcnx2	0.075
Gnat1	0.075
Tsc22d3	0.075
Pir	0.075
Map4k4	0.0725
Adam23	0.0725
Nmur1	0.0725
Bicc1	0.0725
Rasa1	0.0725
Siah3	0.0725
Cpped1	0.0725
Pard6b	0.0725
Mecom	0.0725
Trpc4	0.0725
Pde4dip	0.0725
Tbc1d1	0.0725
Vmn1r46	0.0725
Il4i1	0.0725
Vwa3a	0.0725
Clmp	0.0725
Vps13c	0.0725
Pfkfb4	0.0725
Gcc2	0.07
Kitl	0.07
Cpm	0.07
Eral1	0.07
Dcaf4	0.07
Ak7	0.07
Nrg3	0.07
Ndufb4	0.07
Tiam1	0.07
Loxhd1	0.07
Gm8773	0.07
Rpgrip1l	0.07
Dixdc1	0.07
Ephb1	0.07
Efcab2	0.0675
Jmjd1c	0.0675
Abr	0.0675
Otop2	0.0675
Prxl2a	0.0675
Armc4	0.0675
Gpr21	0.0675
Clstn1	0.0675
Slc6a11	0.0675
Capns1	0.0675
Vsig10l	0.0675
Npl	0.065
Pacc1	0.065
Pde4d	0.065
Dach1	0.065
Arl3	0.065
Dapp1	0.065
A930011G23Rik	0.065
Irgc1	0.065
Unc5d	0.065
Mobp	0.065
Rb1cc1	0.0625
Plekha6	0.0625
Ncor1	0.0625
Nle1	0.0625
Map4k5	0.0625
Cplx2	0.0625
Mdga1	0.0625
Vldlr	0.0625
Pomt1	0.0625
Wdr63	0.0625
Zfp462	0.0625
Miat	0.0625
Gm2694	0.0625
Znrf1	0.0625
Kirrel3	0.0625
Filip1	0.0625
Nmnat3	0.0625
Ccdc162	0.06
Atoh7	0.06
Qrich2	0.06
Tbcd	0.06
Krt83	0.06
Plin4	0.06
Prrc2b	0.06
Pdcl	0.06
Cbfa2t2	0.06
Dhx37	0.06
Mrgpre	0.06
Tbc1d30	0.0575
Gck	0.0575
Arhgef15	0.0575
Emb	0.0575
Zfp13	0.0575
Kctd5	0.0575
Emilin2	0.0575
Impact	0.0575
Kcna2	0.0575
Crybg2	0.0575
Rcan3	0.0575
Bod1l	0.0575
Klhl42	0.0575
Stard5	0.0575
B4galnt4	0.0575
Ccr9	0.0575
Tmem177	0.055
Appl2	0.055
Ccdc85a	0.055
Hpcal1	0.055
Cdh18	0.055
Carnmt1	0.055
Ntng1	0.055
9330182L06Rik	0.055
Slc2a9	0.055
4930519G04Rik	0.055
Sfswap	0.055
Gm16630	0.055
Clec9a	0.055
A530010L16Rik	0.055
BC053393	0.0525
Hexb	0.0525
Pacsin2	0.0525
Slc7a4	0.0525
Hira	0.0525
Cyyr1	0.0525
Zfp119b	0.0525
Asah2	0.0525
Celf2	0.0525
Tti1	0.0525
Sys1	0.0525
Slc12a5	0.0525
Pag1	0.0525
Rhbg	0.0525
Metap1	0.0525
Gba2	0.0525
Srpk2	0.0525
Tmem178b	0.0525
Efcc1	0.0525
Iqsec1	0.0525
Nell1os	0.0525
Bean1	0.0525
Cmtr2	0.0525
Abcg4	0.0525
Plcd1	0.0525
Mcf2	0.0525
Mroh2a	0.05
Fbf1	0.05
Cdhr3	0.05
Gnpnat1	0.05
Plcxd3	0.05
Phf19	0.05
Scn2a	0.05
Ago1	0.05
Myo1h	0.05
Csgalnact2	0.05
4732471J01Rik	0.05
Alkbh8	0.05
Stum	0.0475
Rnf112	0.0475
Mblac2	0.0475
Ankrd34b	0.0475
Cd200	0.0475
Lims2	0.0475
Cst6	0.0475
Cse1l	0.0475
Nbea	0.0475
Etv3	0.0475
Ccdc93	0.045
Slc26a9	0.045
Psen2	0.045
Ascl1	0.045
Slc11a2	0.045
Nagpa	0.045
St6gal2	0.045
Fsd1	0.045
Aldh3b3	0.045
Stx3	0.045
Astn2	0.045
Crygn	0.045
Tgfbr3	0.045
Has3	0.045
Cntn2	0.0425
Vash2	0.0425
Reps1	0.0425
Hbs1l	0.0425
Nme2	0.0425
Ccdc88c	0.0425
Espl1	0.0425
Epha3	0.0425
Crip3	0.0425
Mtx2	0.0425
Ctxn2	0.0425
Il6ra	0.0425
Nsun4	0.0425
Anapc7	0.0425
Aacs	0.0425
Ccdc136	0.0425
Atf7ip	0.0425
Mir6236	0.0425
Insig2	0.04
Ubr5	0.04
Tiam2	0.04
Zeb1	0.04
Rnaseh2c	0.04
Xkr7	0.04
Ralyl	0.04
Car2	0.04
Asns	0.04
Tmem176a	0.04
Slc25a26	0.04
Arhgef18	0.04
Lrig3	0.0375
Ttc9	0.0375
B230303A05Rik	0.0375
Id4	0.0375
Itgb7	0.0375
Epb41l3	0.0375
Mta3	0.0375
Ppp1r26	0.0375
Dok5	0.0375
Sh3d19	0.0375
Rtkn	0.0375
Nav2	0.0375
Spef1l	0.0375
Aga	0.0375
Zfp791	0.0375
Myrip	0.0375
Lct	0.035
Cxadr	0.035
Dop1b	0.035
Mro	0.035
Grhpr	0.035
Paqr7	0.035
Cdk6	0.035
Hpd	0.035
Slc6a12	0.035
4833412C05Rik	0.035
Fam53b	0.035
Rassf7	0.035
Adgrg3	0.035
Vat1l	0.035
Mogat1	0.0325
Rbm44	0.0325
Akap12	0.0325
Fam229b	0.0325
Pus10	0.0325
Sgcd	0.0325
Acox1	0.0325
Tdrd9	0.0325
Bmerb1	0.0325
Cbln2	0.0325
Vti1a	0.0325
Hspa12a	0.0325
Sema4a	0.0325
Susd1	0.0325
Patj	0.0325
Col9a2	0.0325
Lrrk1	0.0325
Palld	0.0325
Cep164	0.0325
Fcmr	0.03
Kcnk2	0.03
Pex3	0.03
Krt222	0.03
Zfp410	0.03
Spata31d1d	0.03
Lrrc3b	0.03
Nrxn1	0.03
Ccbe1	0.03
Il15ra	0.03
Thbs1	0.03
Manba	0.03
Pik3cd	0.03
Ddx47	0.03
Capn5	0.03
Inppl1	0.03
Psd3	0.03
Slc35f1	0.0275
Ddt	0.0275
Mgat4c	0.0275
9230020A06Rik	0.0275
Hecw1	0.0275
Wdr41	0.0275
Cadps	0.0275
Lynx1	0.0275
Kpna1	0.0275
Zfp229	0.0275
Lrp1b	0.0275
Wipf1	0.0275
Fzd1	0.0275
Tec	0.0275
Gpat3	0.0275
Caln1	0.0275
Dync1i1	0.0275
Smyd5	0.0275
Eogt	0.0275
Hs3st5	0.025
Fam241b	0.025
Utp15	0.025
Fez2	0.025
Hsbp1l1	0.025
Optn	0.025
Mindy3	0.025
Neb	0.025
Ank2	0.025
Nkain3	0.025
Mtus1	0.025
Atp13a1	0.025
Mlip	0.025
Uqcrc1	0.025
Ogfrl1	0.0225
Gulp1	0.0225
Fmn2	0.0225
Akap7	0.0225
Gm36283	0.0225
Mettl16	0.0225
Rcan2	0.0225
Ckap5	0.0225
Cyp2j6	0.0225
Ppef2	0.0225
Pde1c	0.0225
Cep126	0.0225
Ccdc170	0.02
Slc22a4	0.02
Trpv2	0.02
Rtn1	0.02
Net1	0.02
Mir99ahg	0.02
Dync1i2	0.02
Abca4	0.02
Galnt17	0.02
Cox6b2	0.02
Ap3b2	0.02
Swap70	0.02
Th	0.02
Utrn	0.0175
Ranbp17	0.0175
Slc7a7	0.0175
Fgf12	0.0175
Rttn	0.0175
Mbnl1	0.0175
Mme	0.0175
Pabpc4	0.0175
Ints4	0.0175
Rab9b	0.0175
Cyb5a	0.015
Rbms1	0.015
Dnajc24	0.015
Gpr88	0.015
A2ml1	0.015
Apba2	0.015
Vps13b	0.0125
Fbxl2	0.0125
Samsn1	0.01
Eps8l1	0.0075
Slco2a1	0.0075
Dnah8	0.005
Muc3	0.005
Xirp2	0.0025
Opcml	0.0025
