symbol	signal
Sox10	1.20309050772627
Gm10863	1.20309050772627
Plce1	0.947019867549669
Slc5a11	0.763796909492274
Foxd3	0.735099337748344
Gjc3	0.724061810154525
Bmp7	0.713024282560706
Fabp7	0.66887417218543
Sp5	0.664459161147903
Psmb11	0.629139072847682
Oaf	0.629139072847682
Lama4	0.613686534216336
Alx3	0.609271523178808
Sparc	0.607064017660044
Gask1a	0.582781456953642
Matn4	0.562913907284768
Ppara	0.516556291390728
Bnc2	0.490066225165563
Cpsf4l	0.487858719646799
Ephb4	0.470198675496689
Alox12	0.441501103752759
Rbpjl	0.434878587196468
Gm29683	0.434878587196468
Dnajc6	0.428256070640177
Nrarp	0.426048565121413
Cyp4f17	0.41280353200883
Chst5	0.41280353200883
Cdh3	0.406181015452539
C4b	0.392935982339956
Gm20597	0.390728476821192
Adipor2	0.388520971302428
Cd9	0.384105960264901
Sh3tc2	0.377483443708609
Mir100	0.377483443708609
Gpr17	0.375275938189845
Chl1	0.370860927152318
Vstm4	0.368653421633554
Ifi27	0.36644591611479
Micall2	0.359823399558499
Hmgcs2	0.357615894039735
6030407O03Rik	0.353200883002208
Smtnl2	0.353200883002208
2810433D01Rik	0.353200883002208
Itpr3	0.353200883002208
Rlbp1	0.353200883002208
Alx4	0.34878587196468
Col5a2	0.346578366445916
Npy	0.346578366445916
Tmem100	0.344370860927152
Gm31108	0.344370860927152
Rubcnl	0.337748344370861
Gja1	0.335540838852097
Gm15471	0.333333333333333
Gm11827	0.33112582781457
Gpr37l1	0.328918322295806
Fibin	0.328918322295806
Crybb1	0.324503311258278
Aldh3b1	0.322295805739514
Hpgd	0.322295805739514
Gpam	0.317880794701987
Rftn2	0.311258278145695
Gjb2	0.309050772626932
Prkag3	0.306843267108168
Ppfibp2	0.304635761589404
Slc10a6	0.300220750551876
Agt	0.300220750551876
Uaca	0.300220750551876
Ppp1r15b	0.298013245033113
Plp1	0.298013245033113
Mir1960	0.295805739514349
Aqp9	0.295805739514349
Proser2	0.286975717439294
Zbp1	0.28476821192053
Met	0.28476821192053
Xaf1	0.282560706401766
Gbp3	0.280353200883002
Mfsd2a	0.280353200883002
4930522O17Rik	0.278145695364238
Ppp2r2cos	0.278145695364238
D630033O11Rik	0.278145695364238
Eva1c	0.275938189845475
Slc30a2	0.273730684326711
Tmem88b	0.271523178807947
Arhgef16	0.269315673289183
Osmr	0.267108167770419
Plscr4	0.267108167770419
Crybg1	0.264900662251656
Arpc1b	0.264900662251656
Itga7	0.262693156732892
Tlr3	0.262693156732892
Plcd4	0.260485651214128
H2-Q4	0.260485651214128
Plin2	0.258278145695364
Gm11627	0.2560706401766
Rbpms2	0.2560706401766
AA387883	0.253863134657837
Heyl	0.253863134657837
Mir100hg	0.253863134657837
Itgb4	0.251655629139073
Sntb1	0.251655629139073
Tnfrsf19	0.249448123620309
Pthlh	0.249448123620309
Aldh1a1	0.247240618101545
Lcat	0.247240618101545
S100b	0.245033112582781
Agmo	0.245033112582781
Slc43a3	0.245033112582781
H2-T24	0.242825607064018
Clip3	0.242825607064018
2310005A03Rik	0.23841059602649
Gfra1	0.236203090507726
Cpt2	0.236203090507726
0610040J01Rik	0.236203090507726
Plaat3	0.233995584988962
Hectd2os	0.233995584988962
Fcgrt	0.233995584988962
Rassf10	0.233995584988962
Acadl	0.231788079470199
Prr5	0.231788079470199
S100a16	0.231788079470199
Uba7	0.231788079470199
Sema4a	0.229580573951435
Mgst1	0.227373068432671
Plscr2	0.225165562913907
Syde1	0.222958057395143
Rxra	0.222958057395143
Spo11	0.222958057395143
Mybpc1	0.22075055187638
Kif19a	0.218543046357616
Gm15401	0.218543046357616
Ppp1r3b	0.218543046357616
Cgnl1	0.218543046357616
Gpr156	0.216335540838852
Rcn3	0.216335540838852
Smpdl3a	0.214128035320088
Nkd2	0.214128035320088
D630003M21Rik	0.214128035320088
Padi4	0.214128035320088
Nod1	0.214128035320088
1190005I06Rik	0.214128035320088
Slc2a12	0.211920529801325
Unc93b1	0.211920529801325
Tnfrsf14	0.211920529801325
Spata6	0.209713024282561
Mir6338	0.207505518763797
Tmem132c	0.207505518763797
Lamb2	0.207505518763797
Cdh19	0.205298013245033
Stat5a	0.205298013245033
Kank1	0.205298013245033
Zbtb38	0.205298013245033
Cyp4v3	0.203090507726269
Trim25	0.200883002207506
Adgrv1	0.200883002207506
1700019D03Rik	0.196467991169978
Ccl2	0.196467991169978
Tbx2	0.196467991169978
Tnnc2	0.196467991169978
Npepl1	0.196467991169978
Gm19705	0.194260485651214
Acsf2	0.194260485651214
Glb1l2	0.194260485651214
Fndc1	0.19205298013245
Bcl3	0.19205298013245
Rasl12	0.19205298013245
Tmem63a	0.189845474613687
Lratd2	0.189845474613687
Myof	0.189845474613687
Cmklr1	0.189845474613687
Serpina3n	0.187637969094923
Tes	0.187637969094923
Gm19935	0.187637969094923
Parp16	0.187637969094923
Ifi27l2a	0.185430463576159
Kcnk5	0.185430463576159
Colca2	0.185430463576159
Chil1	0.183222958057395
Dock5	0.183222958057395
Fbxl7	0.183222958057395
Ccdc80	0.183222958057395
Bend5	0.183222958057395
Axl	0.183222958057395
Ucn2	0.183222958057395
Mfap4	0.181015452538631
A830019P07Rik	0.181015452538631
Ifnlr1	0.181015452538631
Dlc1	0.181015452538631
Fam107a	0.178807947019868
Rnase13	0.178807947019868
Cd59a	0.178807947019868
Snord89	0.176600441501104
Ctnna1	0.176600441501104
Smim3	0.176600441501104
Mir7685	0.176600441501104
Rmdn2	0.17439293598234
Sardh	0.17439293598234
Hfe	0.172185430463576
Spidr	0.172185430463576
Mylk	0.172185430463576
Klhdc7a	0.172185430463576
Cln3	0.172185430463576
Apobr	0.172185430463576
Sdc4	0.169977924944812
Alpk1	0.169977924944812
Mgmt	0.169977924944812
Vsir	0.167770419426049
Eci3	0.167770419426049
Tmigd3	0.167770419426049
Aox1	0.165562913907285
Fgl2	0.165562913907285
A430078I02Rik	0.165562913907285
Tnfrsf1a	0.165562913907285
Nhsl1	0.163355408388521
Prdm9	0.163355408388521
Slc13a3	0.163355408388521
